1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Ready?,name,Train Type,,Speed,,,Track Compatibility,,,,,,,Track Geometry,,,,,,,,Station Geometry,,,,,Train Consists,,,Car Specs,,,,Capacity,,Financials,,,,,,,UI Info,,Train Categories,,,,,,,,,
Ready,name,trainType,MainTrack,maxSpeed,maxAcceleration,maxDeceleration,Automation,Electrification,Voltage,TrackGauge,LoadingGauge,CompatibleTracks,ExtraTracks,maxLateralAcceleration,canCrossRoads,maxSlopePercentage,minTurnRadius,TrainGapFillerLength,StationGapFillerLength,parallelTrackSpacing,trackClearance,minStationTurnRadius,stopTimeSeconds,minStationLength,maxStationLength,maxSpeedLocalStation,minCars,maxCars,carsPerCarSet,capacityPerCar,carLength,trainWidth,carCost,MinCapacity,MaxCapacity,baseTrackCost,baseStationCost,scissorsCrossoverCost,Old,trainOperationalCostPerHour,carOperationalCostPerHour,Multipliers,desc,color,Manufacturer,Cities,Nation,Cont,Generic,Cities2,Nation2,Author,mainTrackID,trainType2
TRUE,GT8-70D/N,LRT,DC 750V (GoA1 | CAT | MS),22.2,1.06,1.60,"GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,300,36,140,175,6.7,5,15,5,49,7.84,2.65,577306,245,735,42500,63750000,12750000,TRUE,280,28.0,3.50|1.55|0.78|0.30|0.77,The GT8-70D/N is an articulated LRV built by DUEWAG and Siemens based off of the 100C/2S for Karlsruhe that entered service in the late 90s/early 2000s.,#0071BC,"Duewag,Alstom",FKB,DE,Central Europe,FALSE,Karlsruhe,Germany,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Metro E (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),27.8,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"DC Metro, UIC / ERA Standard",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2200,32,140,150,18.0,6,6,6,251,21.13,3.10,1056500,1503,1503,62618,82500000,18750000,FALSE,400,40.0,4.84|2.15|1.08|0.30|0.83,The Metro E Series is a subway EMU built by Alstom for Sao Paulo that entered service in 1999.,#894c95,Alstom,SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro G (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),27.8,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"DC Metro, UIC / ERA Standard",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,256,21.75,3.10,1087500,1535,1535,62618,82500000,18750000,FALSE,400,40.0,4.84|2.15|1.08|0.30|0.83,The Metro G Series is a subway EMU built by Alstom for Sao Paulo that entered service in 2009.,#58954c,Alstom,SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro H (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),25.0,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"DC Metro, UIC / ERA Standard",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,256,22.09,3.10,1104617,1535,1535,62618,82500000,18750000,FALSE,400,40.0,4.84|2.15|1.08|0.30|0.83,The Metro H Series is a subway EMU built by CAF for Sao Paulo that entered service in 2010.,#5ce92a,CAF,SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro I (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),25.0,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"UIC / ERA Standard, LIRR / Metro North",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,259,21.75,3.18,815625,1553,1553,62618,82500000,18750000,TRUE,600,60.0,4.84|2.15|1.08|0.30|0.83,The Metro I Series is a subway EMU built by Mafersa for Sao Paulo that entered service in 1974 and was modernized by Alstom and Siemens from 2010-2018.,#b62ae9,"Mafersa,Alstom,Siemens",SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro J (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),27.8,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"UIC / ERA Standard, LIRR / Metro North",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,259,21.75,3.18,815625,1553,1553,62618,82500000,18750000,TRUE,600,60.0,4.84|2.15|1.08|0.30|0.83,The Metro J Series is a subway EMU built by Mafersa for Sao Paulo that entered service in 1974 and was modernized by Bombardier from 2011-2018.,#db7252,"Mafersa,Bombardier",SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro K (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),27.8,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"DC Metro, UIC / ERA Standard",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,259,21.68,3.10,812813,1553,1553,62618,82500000,18750000,TRUE,600,60.0,4.84|2.15|1.08|0.30|0.83,The Metro K Series is a subway EMU built by Cobrasma for Sao Paulo that entered service in 1974 and was modernized by MTTrens from 2010-2014.,#52bbdb,"Cobrasma,MTTrens",SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,Metro L (SAO),Metro,1.6_Metre DC 750V (GoA4 | TRU | UIC),27.8,1.12,1.20,GoA4,tr-under,Modern DC,1.6_Metre,"DC Metro, UIC / ERA Standard",ire_mdc-4_tru_uic,,1.00,FALSE,5.5,100,0.00,0.00,2.62,1.26,2400,32,140,150,18.0,6,6,6,259,21.68,3.10,812813,1553,1553,62618,82500000,18750000,TRUE,600,60.0,4.84|2.15|1.08|0.30|0.83,The Metro L Series is a subway EMU built by Mafersa for Sao Paulo that entered service in 1984 and was modernized by Alstom and IESA from 2011-2017.,#55aeef,"Mafersa,Alstom,Siemens",SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,ire_mdc-4_tru_uic,Automated Metro
TRUE,ViaQuatro Hyundai EMU,Metro,DC 1.5kV (GoA4 | CAT | MW),22.2,1.12,1.20,GoA4,catenary,High Voltage DC,Standard,"Metro Wide, RER Narrow","std_hv-4_cat_rer, std_hv-4_cat_mw",,1.00,FALSE,5.5,100,0.00,0.00,2.27,1.08,2300,32,140,150,18.0,6,6,6,256,21.42,2.80,1070833,1536,1536,48875,82500000,15937500,FALSE,400,40.0,3.70|1.64|0.82|0.30|0.79,The ViaQuatro Hyundai EMU is a vehicle without a formal name which entered service in 2009. Acceleration is a guesstimate.,#FFD400,Hyundai,SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,std_hv-4_cat_mw,Automated Metro
TRUE,Metro F (SAO),Metro,DC 1.5kV (GoA4 | CAT | MW),22.2,1.12,1.20,GoA4,catenary,High Voltage DC,Standard,"Metro Wide, RER Narrow","std_hv-4_cat_rer, std_hv-4_cat_mw",,1.00,FALSE,5.5,125,0.00,0.00,2.27,1.08,2400,32,140,150,18.0,6,6,6,241,22.05,2.80,1102667,1443,1443,48875,82500000,15937500,FALSE,400,40.0,3.70|1.64|0.82|0.30|0.79,"The Metro F Series is a subway EMU built by Alstom, CAF, and Siemens for Sao Paulo that entered service in 2001.",#ef9555,"Alstom,CAF,Siemens",SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,std_hv-4_cat_mw,Automated Metro
TRUE,Metro P (SAO),Metro,DC 1.5kV (GoA4 | CAT | MW),22.2,1.12,1.20,GoA4,catenary,High Voltage DC,Standard,"Metro Wide, RER Narrow","std_hv-4_cat_rer, std_hv-4_cat_mw",,1.00,FALSE,5.5,125,0.00,0.00,2.27,1.08,2500,32,140,150,18.0,6,6,6,250,22.12,2.80,1106000,1502,1502,48875,82500000,15937500,FALSE,400,40.0,3.70|1.64|0.82|0.30|0.79,The Metro P Series is a subway EMU built by CAF for Sao Paulo that entered service in 2017.,#794E9F,CAF,SAO,BR,South America,FALSE,Sao Paulo,Brazil,DanielD1909,std_hv-4_cat_mw,Automated Metro
TRUE,R188 (NYC),Metro,DC 600V (GoA2 | TRA | MS),24.7,1.10,1.30,"GoA2, GoA1",tr-above,Classical DC,Standard,Metro Standard,"std_cdc-1_tra_ms, std_cdc-2_tra_ms",,1.00,FALSE,5.5,50,0.00,0.30,2.12,1.01,200,35,160,200,14.0,5,10,5,188,15.65,2.62,2270000,940,1880,50000,75000000,15000000,FALSE,475,47.5,4.11|1.83|0.91|0.30|0.77,The R188 is a subway EMU built by Kawasaki for the NYC Subway's A Division that entered service in 2013.,#AF378B,Kawasaki,NYC,US,North America,FALSE,New York City,United States of America,DanielD1909,std_cdc-2_tra_ms,Metro
TRUE,R179 (NYC),Metro,DC 600V (GoA2 | TRA | AAR),24.7,1.10,1.30,"GoA2, GoA1",tr-above,Classical DC,Standard,"U.S. Passenger Standard, DC Metro","std_cdc-1_tra_aar, std_cdc-2_tra_aar",,1.00,FALSE,5.5,75,0.00,0.00,2.52,1.21,1700,35,160,175,14.0,4,8,4,240,18.40,3.02,2323899,960,1920,50000,75000000,15000000,FALSE,475,47.5,4.73|2.10|1.05|0.30|0.82,The R179 is a subway EMU built by Bombardier (now Alstom) for the NYC Subway's B Division that entered service in 2019.,#A7752A,Bombardier,NYC,US,North America,FALSE,New York City,United States of America,DanielD1909,std_cdc-2_tra_aar,Metro
TRUE,R142A/PA5,Metro,DC 600V (GoA1 | TRA | MS),24.6,1.12,1.34,"GoA2, GoA1",tr-above,Classical DC,Standard,Metro Standard,"std_cdc-1_tra_ms, std_cdc-2_tra_ms",,1.00,FALSE,5.5,50,0.00,0.00,2.12,1.01,1200,42,160,175,13.0,5,10,5,180,15.56,2.62,1340000,900,1800,50000,63750000,15000000,FALSE,500,50.0,4.11|1.83|0.91|0.30|0.77,The R142A is a subway EMU built by Bombardier (now Alstom) for the NYC Subway's A Division that entered service in 2000. The PA5 is a variant built for the PATH Rapid Transit system. ,#0095D3,Bombardier,NYC,US,North America,FALSE,New York City,United States of America,DanielD1909,std_cdc-1_tra_ms,Metro
TRUE,FE-10 (MXC),Metro,DC 750V (GoA2 | CAT | MW),25.0,1.20,1.20,"GoA2, GoA1",catenary,Modern DC,Standard,"Metro Wide, RER Narrow","std_mdc-2_cat_mw, std_mdc-1_cat_mw",,1.00,FALSE,5.5,100,0.00,0.00,2.27,1.08,2000,35,160,175,14.0,7,7,7,210,20.14,2.80,5374610,1471,1471,42500,75000000,12750000,FALSE,475,47.5,3.70|1.64|0.82|0.30|0.79,"The FE-10 is a steel-wheeled model of EMU built by CAF used on the Mexico City Metro, first used in 2012.",#B0A32A,CAF,MXC,MX,Central America,FALSE,Mexico City,Mexico,DanielD1909,std_mdc-2_cat_mw,Metro
TRUE,NM-16 (MXC),Rubber Metro,Rubber DC 750V (GoA2 | FR | NAR),19.4,1.43,1.43,"GoA2, GoA1",four-rail,Modern DC,Rubber,Narrow,"rub_mdc-2_fr_nar, rub_mdc-1_fr_nar",,1.50,FALSE,12.0,75,0.00,0.00,2.02,0.96,1400,35,160,175,14.0,9,9,9,190,16.77,2.50,2056684,1710,1710,28750,75000000,16500000,FALSE,575,57.5,4.55|2.02|1.01|0.30|0.75,The NM-16 is a rubber-tyred model of EMU built by CAF used on the Mexico City Metro,#F04E98,CAF,MXC,MX,Central America,FALSE,Mexico City,Mexico,DanielD1909,rub_mdc-2_fr_nar,Rubber Metro
TRUE,Toronto Rocket,Metro,Toronto DC 600V (GoA2 | TRU | UIC),20.8,0.90,1.35,"GoA2, GoA1",tr-under,Classical DC,Toronto,"DC Metro, UIC / ERA Standard","tor_cdc-2_tru_uic, tor_cdc-1_tru_uic",,1.00,FALSE,5.5,125,0.00,0.00,2.62,1.26,2700,35,160,150,14.0,4,6,2,243,23.00,3.13,1910544,972,1458,54450,75000000,15000000,FALSE,475,47.5,4.84|2.15|1.08|0.30|0.83,The Toronto Rocket is an EMU built by Bombardier for the Toronto Subway that entered service in 2021.,#DA251D,Bombardier,TOR,CA,North America,FALSE,Toronto,Canada,DanielD1909,tor_cdc-2_tru_uic,Metro
TRUE,T-1 (TOR),Metro,Toronto DC 600V (GoA1 | TRU | UIC),20.8,0.90,1.30,"GoA1, GoA0",tr-under,Classical DC,Toronto,UIC / ERA Standard,tor_cdc-1_tru_uic,,1.00,FALSE,5.5,125,0.00,0.00,2.62,1.26,2700,42,160,150,13.0,4,6,2,200,23.00,3.14,2307937,800,1200,54450,63750000,15000000,FALSE,500,50.0,4.84|2.15|1.08|0.30|0.83,The T-1 is an EMU built by Bombardier for the Toronto Subway that entered service in 1995.,#16A753,Bombardier,TOR,CA,North America,FALSE,Toronto,Canada,DanielD1909,tor_cdc-1_tru_uic,Metro
TRUE,Azur (MTL),Rubber Metro,Rubber DC 750V (GoA2 | FR | NAR),20.1,1.21,1.23,"GoA2, GoA1",four-rail,Modern DC,Rubber,Narrow,"rub_mdc-2_fr_nar, rub_mdc-1_fr_nar",,1.50,FALSE,12.0,75,0.00,0.00,2.02,0.96,1400,35,160,175,14.0,9,9,9,173,16.93,2.51,1343301,1555,1555,28750,75000000,16500000,FALSE,575,57.5,4.55|2.02|1.01|0.30|0.75,The MPM-10 (Azur) is a rubber-tire vehicle built by Bombardier and Alstom for the Montreal Metro that entered service in 2016.,#0085CA,Bombardier,MTL,CA,North America,FALSE,Montreal,Canada,DanielD1909,rub_mdc-2_fr_nar,Rubber Metro
TRUE,CRRC HR4000 (LA),Metro,DC 750V (GoA1 | TRA | DC),30.6,1.34,1.00,"GoA2, GoA1",tr-above,Modern DC,Standard,"U.S. Passenger Standard, DC Metro","std_mdc-2_tra_dc, std_mdc-1_tra_dc, std_mdc-2_tra_aar, std_mdc-1_tra_aar",,1.00,FALSE,5.5,125,0.00,0.00,2.57,1.23,2600,42,160,150,13.0,2,6,2,246,22.86,3.05,2781250,492,1476,50000,63750000,15000000,FALSE,500,50.0,4.81|2.14|1.07|0.30|0.83,The HR4000 is a subway EMU built by CRRC for the LA Metro's heavy rail lines that entered service in 2024. Acceleration is guessimated.,#E3131B,CRRC,LA,US,North America,FALSE,Los Angeles,United States of America,DanielD1909,std_mdc-1_tra_dc,Metro
TRUE,MR-73 (MTL),Rubber Metro,Rubber DC 750V (GoA2 | FR | NAR),20.1,1.43,1.43,"GoA2, GoA1",four-rail,Modern DC,Rubber,Narrow,"rub_mdc-2_fr_nar, rub_mdc-1_fr_nar",,1.50,FALSE,12.0,75,0.00,0.00,2.02,0.96,1400,35,160,175,14.0,3,9,3,160,16.93,2.50,2500000,480,1440,28750,75000000,16500000,TRUE,815,81.5,4.55|2.02|1.01|0.30|0.75,The MR-73 is a rubber-tire heavy metro EMU built by Bombardier for the Montreal Metro that entered service in 1976. Cost is an estimate.,#FFCD00,Bombardier,MTL,CA,North America,FALSE,Montreal,Canada,DanielD1909,rub_mdc-2_fr_nar,Rubber Metro
TRUE,BR Class 165,Diesel Commuter,Diesel (GoA1 | NON | AAR),33.3,0.80,1.00,"GoA1, GoA0",none,None,Standard,"Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_mdc-1_cat_mw, std_non-1_non_mw, std_non-0_non_mw, std_cdc-1_tru_mw, std_cdc-1_trucat_mw, std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer, std_mdc-1_tra_rer, std_ukr-1_tru_mw, std_mdc-1_tru_mw, std_mdc-1_fr_rer, std_non-1_non_aar",,0.75,TRUE,1.0,125,0.00,0.00,2.52,1.21,2800,90,160,160,15.0,2,6,1,100,23.50,2.81,1500000,200,600,37500,63750000,7500000,TRUE,1120,112.0,3.55|1.58|0.79|0.30|0.82,The Networker Turbo (BR 165) is a commuter rail DMU built by BREL for British Railways that entered service in 1991. It is now operated by GWE and Chiltern Railways. Cost is an estimate.,#1C2D47,BREL,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,BR Class 171/172,Diesel Commuter,Diesel (GoA0 | NON | MW),44.4,0.50,0.60,"GoA1, GoA0",none,None,Standard,"Barcelona Metro, Metro Wide","std_mdc-1_cat_bm, std_mdc-0_cat_bm, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_mdc-1_cat_mw, std_non-1_non_mw, std_non-0_non_mw, std_cdc-1_tru_mw, std_cdc-1_trucat_mw, std_sv-1_cat_bm, std_hv-1_cat_bm, std_ukr-1_tru_mw, std_mdc-1_tru_mw",,0.75,TRUE,1.0,125,0.05,0.00,2.27,1.08,1400,105,160,160,14.0,2,6,1,114,23.62,2.69,1500000,228,684,28125,45000000,4875000,FALSE,820,82.0,3.26|1.45|0.73|0.30|0.79,The Turbostar (BR 171/172) is a commuter rail DMU built by Bombardier for GTR that entered service in 2003. Cost is an estimate.,#00A54F,Bombardier,"LDN, BHM","UK, UK","Europe, Europe",FALSE,"London, Birmingham (UK)","United Kingdom, United Kingdom",DanielD1909,std_non-0_non_mw,Diesel Commuter
TRUE,DBAG 483 (BER),S-Bahn,DC 750V (GoA1 | TRU | UIC),27.8,1.00,1.30,"GoA1, GoA0",tr-under,Modern DC,Standard,UIC / ERA Standard,"std_mdc-1_tru_uic, std_mdc-0_tru_uic",,1.20,TRUE,4.0,75,0.00,0.00,2.62,1.26,1700,54,160,160,13.0,2,8,2,188,18.40,3.14,2659166,375,1500,49500,63750000,15000000,FALSE,550,55.0,4.84|2.15|1.08|0.30|0.83,The DB Class 483/484 is an EMU built by Stadler and Siemens for the Berlin S-Bahn that entered service in 2021.,#008D4F,"Stadler,Siemens",BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tru_uic,S-Bahn
TRUE,DBAG 481 (BER),S-Bahn,DC 750V (GoA1 | TRU | UIC),27.8,1.00,1.30,"GoA1, GoA0",tr-under,Modern DC,Standard,UIC / ERA Standard,"std_mdc-1_tru_uic, std_mdc-0_tru_uic",,1.20,TRUE,4.0,75,0.00,0.00,2.62,1.26,1700,54,160,160,13.0,2,8,2,147,18.40,3.14,1241535,294,1176,49500,63750000,15000000,FALSE,550,55.0,4.84|2.15|1.08|0.30|0.83,"The DB Class 481 is an EMU built by AEG, ADtranz, and DWA for the Berlin S-Bahn that entered service in 1996",#00B563,ADtranz,BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tru_uic,S-Bahn
TRUE,81-717/81-714,Metro,Soviet DC 825V (GoA1 | CAT | MS),23.6,1.20,1.10,"GoA1, GoA0","tr-under, tr-above","Ukranian Voltage, Modern DC","Soviet, Standard","Metro Standard, Barcelona Metro","std_mdc-1_tru_ms, sov_ukr-1_cat_ms",,1.00,FALSE,5.5,100,0.00,0.00,2.12,1.01,1800,42,160,175,13.0,1,8,1,283,19.21,2.67,1000000,283,2263,46750,63750000,12750000,TRUE,700,70.0,3.50|1.55|0.78|0.30|0.77,The Metrovagonmash 81-717/81-714 is a Soviet era heavy metro EMU that entered service in 1977. It remains in use across the former USSR.,#32AB53,Metrovagonmash,"USSR, IEV, BUD","SU, UA, HU","USSR, Eastern Europe, Eastern Europe",FALSE,"Union of Soviet Socialist Republics, Kyiv, Budapest","Union of Soviet Socialist Republics, Ukraine, Hungary",DanielD1909,sov_ukr-1_cat_ms,Metro
TRUE,Hitachi Miami,Metro,DC 750V (GoA1 | TRA | DC),31.9,1.30,1.30,GoA1,tr-above,Modern DC,Standard,"DC Metro, UIC / ERA Standard",std_mdc-1_tra_dc,,1.00,FALSE,5.5,125,0.00,0.00,2.57,1.23,2600,42,160,150,13.0,2,6,2,178,22.90,3.11,2205882,356,1068,50000,63750000,15000000,FALSE,500,50.0,4.81|2.14|1.07|0.30|0.83,This is an unnamed series of heavy metro trains built by Hitachi Rail for the Miami Metrorail that entered service in 2017. Acceleration is guesstimated.,#0079C2,Hitachi,MIA,US,North America,FALSE,Miami,United States of America,DanielD1909,std_mdc-1_tra_dc,Metro
TRUE,Kinki Sharyo SLRV,LRT,DC 750V (GoA1 | CAT | BM),31.3,1.03,1.34,"GoA1, GoA0",catenary,Modern DC,Standard,Barcelona Metro,"std_mdc-1_cat_bm, std_mdc-0_cat_bm",,1.20,TRUE,8.0,50,0.00,0.00,2.22,1.06,800,36,160,175,6.7,3,12,3,92,12.55,2.69,1250000,275,1100,42500,63750000,12750000,TRUE,280,28.0,3.63|1.61|0.81|0.30|0.78,"The Kinki Sharyo Super Light Rail Vehicle (SLRV) is an articulated LRV built for Dallas' DART that entered service in 1996. They are Super LRVs, not Super Light RVs. ",#EE2834,Kinki Sharyo,DFW,US,North America,FALSE,Dallas,United States of America,DanielD1909,std_mdc-1_cat_bm,LRT
TRUE,ET 2010,LRT,DC 750V (GoA1 | CAT | MS),27.8,1.06,1.60,"GoA1, GoA0",catenary,"Classical DC, Modern DC, BART DC, Central European AC, International AC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_iac-1_cat_ms, std_ceac-1_cat_ms, std_ceac-0_cat_ms",,1.20,TRUE,8.0,50,0.00,0.00,2.12,1.01,800,36,160,175,6.7,3,12,3,78,12.34,2.65,1617758,234,936,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Flexity Swift is a series of articulated tram/LRT/light metro vehicles produced by Bombardier/Alstom that have been in service for decades around the world. This is the ET 2010 which was built for Karlsruhe and entered service in 2013.,#BED730,Bombardier,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,VDV-Tram-Train,LRT,DC 750V (GoA1 | CAT | MS),27.8,1.06,1.60,"GoA1, GoA0",catenary,"Modern DC, Central European AC",Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms, std_ceac-1_cat_ms, std_ceac-0_cat_ms",,1.20,TRUE,8.0,50,0.00,0.00,2.12,1.01,800,36,160,175,6.7,3,12,3,76,12.40,2.65,2599913,228,912,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The VDV-Tram-Train is a variant of the Vossloh/Stadler Citylink LRV that was built for six German and Austrian transport companies and entered service in the 2020s. ,#0090AD,Stadler,"Generic, FKB","Generic, DE","Generic, Central Europe",TRUE,"Generic, Karlsruhe","Generic, Germany",DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,NET 2012,LRT,AC 15-16.6 (GoA1 | CAT | MS),22.2,1.06,1.60,"GoA1, GoA0",catenary,"Classical DC, Modern DC, BART DC, Central European AC, International AC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_iac-1_cat_ms, std_ceac-1_cat_ms, std_ceac-0_cat_ms",,1.20,TRUE,8.0,50,0.00,0.00,2.12,1.01,800,36,160,175,6.7,3,12,3,78,12.40,2.65,1128668,234,936,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The NET 2012 is a variant of the Vossloh/Stadler Citylink LRV that was built for Karlsruhe that entered service in 2014.,#00A76D,Stadler,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany,DanielD1909,std_ceac-1_cat_ms,LRT
TRUE,R Sets (NSW),Dual-Mode Commuter,DC 1.5kV (GoA1 | CAT | AAR),44.4,0.83,1.01,"GoA1, GoA0","catenary, none","High Voltage DC, None",Standard,"REM, U.S. Passenger Standard","std_non-1_non_aar, std_non-0_non_aar, std_hv-1_cat_aar, std_hv-0_cat_aar",,0.80,TRUE,1.5,125,0.00,0.00,2.52,1.21,3000,90,160,180,15.0,3,6,3,110,24.36,2.97,3651878,330,660,42500,63750000,12750000,FALSE,650,65.0,4.02|1.79|0.89|0.30|0.82,The R sets are double-decker commuter rail EMUs built for Sydney Trains by CAF based on the Civity that will enter service by 2029. Acceleration and capacity are guesstimates.,#D11F2F,CAF,SYD,AU,Oceania,FALSE,Sydney,Australia,DanielD1909,std_hv-1_cat_aar,Dual-Mode Commuter
TRUE,BUTV,Metro,DC 750V (GoA1 | TRA | DC),29.2,0.90,0.90,GoA1,tr-above,Modern DC,Standard,"U.S. Passenger Standard, DC Metro","std_mdc-1_tra_dc, std_mdc-1_tra_aar",,1.00,FALSE,5.5,125,0.02,0.00,2.57,1.23,1900,42,160,150,13.0,2,6,2,166,22.86,3.00,1000000,332,996,50000,63750000,15000000,TRUE,700,70.0,4.81|2.14|1.07|0.30|0.83,The Budd Universal Transit Vehicle is a metro EMU built by Budd Company for Baltimore and Miami that entered service in 1983. Acceleration and cost is a guesstimate.,#034C85,Budd,"MIA, BWI","US, US","North America, North America",FALSE,"Miami, Baltimore","United States of America, United States of America",DanielD1909,std_mdc-1_tra_dc,Metro
TRUE,Hitachi Baltimore,Metro,DC 750V (GoA2 | TRA | DC),20.8,1.30,1.30,"GoA2, GoA1",tr-above,Modern DC,Standard,"DC Metro, UIC / ERA Standard","std_mdc-2_tra_dc, std_mdc-1_tra_dc",,1.00,FALSE,5.5,125,0.00,0.00,2.57,1.23,2600,35,160,150,14.0,2,6,2,186,22.90,3.11,2567308,371,1113,50000,75000000,15000000,FALSE,475,47.5,4.81|2.14|1.07|0.30|0.83,This is an unnamed metro EMU built by Hitachi Rail for Baltimore that entered service in 2026. Acceleration is a guesstimate.,#005F7F,Hitachi,BWI,US,North America,FALSE,Baltimore,United States of America,DanielD1909,std_mdc-2_tra_dc,Metro
TRUE,BR Class 357,Commuter,AC 25-Grid (GoA1 | CAT | MW),44.4,0.65,1.00,"GoA1, GoA0",catenary,International AC,Standard,"Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2000,90,180,240,15.0,4,8,4,100,20.20,2.80,1497185,400,800,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Electrostar (BR 357) is a commuter rail EMU built by Adtranz/Bombardier for c2c that entered service in 2000. It is the first of the Electrostar family.,#B71C8C,ADtranz,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
